Label,Quantity
W-O-L-1-A,1
W-O-L-1-B,1
W-O-L-1-C,2
W-O-L-1-D,3
W-O-L-1-E,1
W-O-L-1-F,2
W-O-L-1-G,2
W-O-L-1-H,2
W-O-L-1-I,1
W-O-L-1-J,1
