Label,Quantity
E-L-A,1
E-L-B,1
E-L-C,1
E-L-D,16
E-L-E,2
E-L-F,1
E-L-H,1
E-L-I,1
E-L-J,1
E-L-K,1
E-L-L,1
E-L-M,1
E-L-N,1
E-L-O,1
E-L-P,1
E-L-Q,1
E-L-R,1
E-L-T,2
E-L-U,1
E-L-V,1
E-L-W,2
