Label,Quantity
F-XXS-A,2
F-XXS-B,2
F-XXS-C,2
F-XXS-D,2
F-XXS-F,2
F-XXS-G,2
F-XXS-H,2
F-XXS-I,2
F-XXS-J,5
F-XXS-K,2
