Label,Quantity
W-O-M-2-A,1
W-O-M-2-B,1
W-O-M-2-C,2
W-O-M-2-D,2
W-O-M-2-E,1
W-O-M-2-F,3
W-O-M-2-G,2
W-O-M-2-H,1
W-O-M-2-I,1
