Label,Quantity
E-M-A,1
E-M-B,1
E-M-C,1
E-M-D,16
E-M-E,2
E-M-F,1
E-M-H,1
E-M-I,1
E-M-J,1
E-M-K,1
E-M-L,1
E-M-M,1
E-M-N,1
E-M-O,1
E-M-P,1
E-M-R,2
E-M-S,1
E-M-T,1
E-M-V,2
