Label,Quantity
W-O-L-5-A,2
W-O-L-5-B,2
W-O-L-5-C,2
W-O-L-5-D,2
W-O-L-5-E,2
W-O-L-5-F,1
W-O-L-5-G,1
W-O-L-5-H,1
W-O-L-5-I,1
