Label,Quantity
E-XXS-A,1
E-XXS-B,1
E-XXS-C,1
E-XXS-D,16
E-XXS-E,2
E-XXS-F,1
E-XXS-H,1
E-XXS-I,1
E-XXS-J,1
E-XXS-K,1
E-XXS-L,1
E-XXS-M,1
E-XXS-N,1
E-XXS-O,1
E-XXS-P,1
E-XXS-R,2
E-XXS-S,1
E-XXS-T,1
E-XXS-U,2
