Label,Quantity
G-L-6-A,1
G-L-6-B,1
G-L-6-C,1
G-L-6-D,1
G-L-6-E,3
G-L-6-F,3
G-L-6-G,1
G-L-6-H,1
G-L-6-I,1
G-L-6-J,1
G-L-6-K,1
G-L-6-L,1
