Label,Quantity
W-O-S-2-A,1
W-O-S-2-B,1
W-O-S-2-C,2
W-O-S-2-D,2
W-O-S-2-E,1
W-O-S-2-F,3
W-O-S-2-G,2
W-O-S-2-H,1
W-O-S-2-I,1
