Label,Quantity
F-L-A,2
F-L-B,1
F-L-C,2
F-L-D,1
F-L-E,2
F-L-F,2
F-L-G,2
F-L-H,2
F-L-I,2
F-L-J,2
F-L-K,9
F-L-L,2
