Label,Quantity
V-XXS-2-A,1
V-XXS-2-B,1
V-XXS-2-C,1
V-XXS-2-D,1
V-XXS-2-E,1
V-XXS-2-F,1
V-XXS-2-G,1
V-XXS-2-H,1
V-XXS-2-I,4
