Label,Quantity
W-O-L-2-A,1
W-O-L-2-B,1
W-O-L-2-C,2
W-O-L-2-D,3
W-O-L-2-E,1
W-O-L-2-F,2
W-O-L-2-G,2
W-O-L-2-H,2
W-O-L-2-I,1
W-O-L-2-J,1
