Label,Quantity
R-XXS-A,1
R-XXS-B,1
R-XXS-C,1
R-XXS-D,1
R-XXS-E,1
R-XXS-F,1
R-XXS-G,1
R-XXS-H,1
R-XXS-I,2
R-XXS-J,2
R-XXS-K,2
