Label,Quantity
R-S-42-B,1
R-S-42-C,1
R-S-42-D,1
R-S-42-E,1
R-S-42-F,1
R-S-42-G,1
R-S-42-H,1
R-S-42-I,1
R-S-42-K,1
R-S-42-L,1
