Label,Quantity
W-O-L-3-A,1
W-O-L-3-B,2
W-O-L-3-C,2
W-O-L-3-D,2
W-O-L-3-E,1
W-O-L-3-F,2
W-O-L-3-G,2
W-O-L-3-H,1
W-O-L-3-I,1
