Label,Quantity
V-L-1-A,1
V-L-1-B,1
V-L-1-C,1
V-L-1-D,1
V-L-1-E,1
V-L-1-F,1
V-L-1-G,1
V-L-1-H,1
V-L-1-I,1
V-L-1-J,1
V-L-1-K,8
V-L-1-L,1
V-L-1-M,1
V-L-1-N,1
V-L-1-O,1
